ACCESSION	CLADE	GROUP.NUM	GROUP.ROW	CATEGORY	ROWTYPE	SOURCE	COUNTRY	LATTITUDE	LONGTITUDE	"PCoA, Axis 1"	"PCoA, Axis 2"	"PCoA, Axis 3"	CLADE.OLD	VARIETY	OTHER.ACC	HABIT
WB-325	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Egypt	31.467	26.633	-0.012279	0.0020206	0.0029509	1		BCC 0056	spring/ facultative?
WB-326	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Egypt	30.467	30.850	0.0056555	-0.015993	-0.016753	5		BCC 0057	spring/ facultative?
WB-327	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Jordan	32.317	35.933	-0.0025884	0.0043115	-0.0007167	10		BCC 0097	spring/ facultative?
WB-328	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Jordan	32.570	35.910	-0.0088419	0.0067359	-0.00088442	1		BCC 0098	spring/ facultative?
WB-329	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Jordan	32.167	35.583	-0.0049134	-0.00029421	0.0023085	1		BCC 0099	spring/ facultative?
WB-33	8	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iran	31.833	48.898	0.0096119	-0.002899	0.0024214	8			
WB-330	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Jordan	32.480	35.670	-0.000047661	0.0053757	-0.0032155	10		BCC 0100	spring/ facultative?
WB-331	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Jordan	31.920	35.650	-0.012365	0.0063288	0.0032357	1		BCC 0101	spring/ facultative?
WB-332	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Jordan	32.233	36.083	-0.0011684	0.0034954	-0.0014519	10		BCC 0102	spring/ facultative?
WB-333	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Jordan	32.060	36.410	-0.0016161	0.0026954	-0.00057468	10		BCC 0104	spring/ facultative?
WB-334	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Lebanon	34.300	35.830	-0.0098931	0.0079332	0.00011995	1		BCC 0109	spring/ facultative?
WB-335	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Oman	24.500	56.550	-0.013919	0.00049046	0.0018977	1		BCC 0163	spring/ facultative?
WB-336	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Oman	23.110	57.290	-0.0037644	-0.0097458	-0.0041262	1		BCC 0164	spring/ facultative?
WB-337	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Oman	23.520	56.330	-0.0088121	0.0021992	0.001963	1		BCC 0165	spring/ facultative?
WB-338	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Oman	23.390	57.220	-0.0030222	-0.0094525	-0.0042555	1		BCC 0166	spring/ facultative?
WB-339	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	35.083	38.917	-0.010671	0.001757	0.00066896	1		BCC 0186	spring/ facultative?
WB-34	5	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	37.250	44.467	0.013959	0.0099384	-0.0089519	4			
WB-340	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	33.633	36.225	-0.010847	0.0013879	0.0029208	1		BCC 0187	spring/ facultative?
WB-341	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	33.600	36.400	-0.010749	0.0013845	0.0028511	1		BCC 0188	spring/ facultative?
WB-342	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	36.150	39.208	-0.00051441	-0.0025336	-0.0031819	5		BCC 0189	spring/ facultative?
WB-344	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	36.420	40.790	-0.0022962	-0.00062799	0.0041819	1		BCC 0193	spring/ facultative?
WB-345	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	35.400	37.256	-0.0035543	0.0021115	0.00010879	1		BCC 0194	spring/ facultative?
WB-346	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	36.150	36.817	-0.0022357	0.0015718	-0.00089868	10		BCC 0196	spring/ facultative?
WB-347	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	33.117	36.342	-0.0036652	0.00018507	0.0024713	1		BCC 0198	spring/ facultative?
WB-348	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	32.533	36.540	0.00076216	0.0029479	0.00086547	10		BCC 0199	spring/ facultative?
WB-35	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	33.010	35.417	0.019324	0.010894	-0.006482	10			
WB-350	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	34.860	39.050	-0.0094459	0.0023114	0.0018828	1		BCC 0201	spring/ facultative?
WB-351	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	34.750	36.050	-0.013061	0.0074756	0.00012869	1		BCC 0203	spring/ facultative?
WB-352	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	35.617	35.833	-0.01016	0.0050562	-0.000053759	1		BCC 0205	spring/ facultative?
WB-353	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	33.833	36.511	-0.0035132	0.0018813	0.001982	1		BCC 0209	spring/ facultative?
WB-354	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	34.890	40.560	-0.010473	0.0038588	0.0024696	1		BCC 0212	spring/ facultative?
WB-355	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Syria	35.617	35.831	-0.0080812	0.0049338	-0.0023828	1		BCC 0214	spring/ facultative?
WB-356	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	34.583	38.356	-0.0061756	-0.0012436	0.0021608	1		BCC 0216	spring/ facultative?
WB-359	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	Israel	31.779	35.224	-0.01258	0.0037703	0.0033882	1		HOR 4354	spring/ facultative?
WB-36	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	33.320	35.760	0.015141	0.0097185	-0.0051719	10			
WB-361	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Yemen	15.348	44.206	0.00095212	-0.016577	-0.0077759	5		HOR 6957	spring/ facultative?
WB-362	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Yemen	15.348	44.206	-0.0036834	-0.00073654	0.0059613	1		HOR 6958	spring/ facultative?
WB-363	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Egypt	31.150	29.940	-0.011154	0.0025769	-0.00038512	1		HOR 8212	spring/ facultative?
WB-368	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Afghanistan	35.000	71.110	-0.0035179	-0.0014657	0.001344	1		HOR 1751	spring
WB-369	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	40.230	32.710	-0.0091297	-0.0013467	0.0028797	1		HOR 572	spring
WB-37	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	France	49.100	4.600	-0.0098956	0.0046609	0.0021282	1			
WB-371	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Libya	32.787	13.191	-0.010443	-0.0001407	0.0050414	1		Tripolitaine 9598	
WB-372	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	8.633	38.050	-0.007375	-0.0080021	-0.0050316	1		HOR 7939	spring
WB-373	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.067	38.483	-0.011764	0.001257	0.0021431	1		HOR 7956	spring
WB-374	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Georgia	42.916	43.011	-0.0052672	-0.0030689	-0.00047638	1		HOR 10463	spring
WB-375	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Greece	37.667	22.183	-0.0082907	-0.00066074	0.00057237	1		HOR 0725	spring
WB-376	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Iran	34.583	48.817	-0.0030185	-0.0028331	-0.0010306	1		HOR 2833	spring
WB-377	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Iraq	36.443	43.257	-0.0086429	-0.000099611	0.0021327	1		HOR 10651	spring
WB-379	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Italy	45.830	10.460	-0.0084387	0.0019824	0.0023965	1		HOR 11123	spring
WB-38	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.0088283	0.0037413	0.00075795	1			
WB-380	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Libya	32.691	21.908	-0.013854	0.00050815	0.0017936	1		HOR 9880	spring
WB-382	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Poland	49.335	22.410	-0.010049	0.0018793	0.0014765	1		HOR 7537	spring
WB-383	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Poland	49.393	20.187	-0.009984	0.0017026	0.0018803	1		HOR 8832	spring
WB-384	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Romania	46.781	23.083	-0.0097583	-0.0023945	0.00059422	1		HOR 9450	spring
WB-387	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Slovakia	48.970	22.430	-0.0083639	0.0014009	0.0036282	1		HOR 8638	spring
WB-388	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	40.367	29.167	-0.0080681	0.00089344	0.0026905	1		HOR 1178	spring
WB-389	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	36.450	37.517	-0.0072951	0.0054921	0.0024383	1		HOR 1260	spring
WB-39	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Italy	41.200	15.800	-0.014449	0.0054091	0.0048835	1			
WB-390	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	36.450	37.517	-0.0036197	0.00003667	0.0011046	1		HOR 1415	spring
WB-391	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	39.890	28.790	-0.0087409	0.0029514	0.001421	1		HOR 1740	spring
WB-392	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Turkey	39.417	29.983	-0.0087045	-0.0023603	0.0013526	1		HOR 8158	spring
WB-393	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Bosnia and Herzegovina	44.050	17.460	-0.0070129	0.0011883	0.0034006	1		HOR 4017	spring
WB-394	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Afghanistan	31.617	65.717	0.00049804	-0.014983	-0.0084075	5		HOR 1522	spring
WB-395	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Afghanistan	35.860	71.790	0.0033111	-0.022935	-0.012565	5		HOR 1838	spring
WB-396	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Algeria	36.700	3.240	-0.0093458	0.0059458	-0.00025733	1		HOR 4146	spring
WB-397	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Austria	47.350	13.210	-0.010396	0.0012826	0.0017266	1		HOR 3961	spring
WB-398	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Bulgaria	42.134	24.953	-0.011155	0.0056831	0.0033371	1		HOR 0386	spring
WB-399	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Egypt	26.918	31.330	-0.011814	0.0064386	0.0035951	1		HOR 0819	spring
WB-4	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.012218	0.0041396	0.0026105	1			
WB-40	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	China (Tibet)	29.650	91.100	0.00012054	-0.020261	-0.01585	5			
WB-400	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.583	41.867	-0.0057059	-0.0071384	-0.0055303	1		HOR 5428	spring
WB-401	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	8.533	34.800	-0.0063029	-0.0074514	-0.0050178	1		HOR 5939	spring
WB-402	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	7.100	38.750	-0.010715	0.0064399	0.00018676	2		HOR 10307	spring
WB-403	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	France	45.432	6.557	-0.012769	0.0040382	0.0035207	1		HOR 10058	spring
WB-404	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Georgia	43.046	42.730	-0.0054213	-0.0037716	-0.0016542	1		HOR 9614	spring
WB-405	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	39.074	21.824	-0.010246	0.0070327	0.0043699	1		HOR 0771	spring
WB-407	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	35.240	23.680	-0.015897	0.0073041	0.0022176	1		HOR 1860	spring
WB-408	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	37.310	22.430	-0.0095331	0.0078891	0.002485	2		HOR 6954	spring
WB-41	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Nepal	28.357	83.737	-0.0025226	-0.019086	-0.014517	5			
WB-411	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	31.533	48.817	-0.0031193	-0.014813	-0.0071101	1		HOR 4261	spring
WB-412	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	30.517	49.833	0.00080684	-0.01712	-0.0080958	5		HOR 4262	spring
WB-413	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	32.080	48.700	-0.0025154	-0.014714	-0.0065263	1		HOR 4264	spring
WB-414	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iran	39.667	44.750	-0.00048414	-0.015186	-0.0058914	1		HOR 4265	spring
WB-415	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iraq	36.250	43.800	0.0013568	-0.016311	-0.0093795	5		HOR 10477	spring
WB-416	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iraq	36.443	43.257	-0.012739	0.0013826	0.0032526	1		HOR 10482	spring
WB-417	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iraq	36.166	43.257	-0.00029799	-0.014182	-0.0061877	1		HOR 10607	spring
WB-418	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iraq	34.360	41.970	0.0014948	-0.016126	-0.0093052	5		HOR 10619	spring
WB-419	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Iraq	33.643	42.821	-0.00046081	-0.014297	-0.0060372	1		HOR 10768	spring
WB-42	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Japan	36.649	138.195	0.002236	-0.021038	-0.011026	5			
WB-420	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Italy	38.338	16.306	-0.011687	0.0068813	0.0010004	1		HOR 2002	spring
WB-421	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Italy	41.450	14.183	-0.0095119	0.0028213	0.0028609	1		HOR 9702	spring
WB-422	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	26.335	17.228	-0.0096197	0.005419	-0.00078721	1		HOR 9882	spring
WB-423	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Libya	31.970	21.580	-0.013477	0.00029675	0.0017141	1		HOR 9883	spring
WB-424	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	32.767	22.250	-0.0089846	0.0034032	0.0014633	1		HOR 9842	spring
WB-425	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	32.487	20.834	-0.012236	0.0046608	0.00053799	1		HOR 10170	spring
WB-427	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	27.568	14.501	-0.011281	0.0021793	-0.0021419	1		HOR 10136	spring
WB-428	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	27.533	14.157	-0.01426	0.0035003	-0.00048684	1		HOR 10105	spring
WB-429	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	26.167	15.117	-0.011733	0.0021794	-0.00053555	1		HOR 10111	spring
WB-43	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	USA	48.507	-111.856	-0.011603	0.0038856	0.00055186	1			
WB-431	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	27.570	14.183	-0.0085242	0.0045044	-0.00054041	1		HOR 10279	spring
WB-432	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	26.650	13.700	-0.010242	0.0035638	-0.0010445	1		HOR 10112	spring
WB-433	1	3	Landrace 2-row	Landrace	2	WHEALBI ?	Turkey	38.750	29.417	-0.0097198	0.0023127	0.0011793	1			
WB-434	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	24.964	10.168	-0.01131	0.0047959	-0.0001897	1		HOR 10138	spring
WB-435	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	24.964	10.168	-0.010262	0.0027814	-0.00045865	1		HOR 10283	spring
WB-436	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	26.150	14.717	-0.011822	0.0026011	-0.00084565	1		HOR 10110	spring
WB-437	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	27.271	14.904	-0.011656	0.0042125	-0.0007215	1		HOR 9834	spring
WB-438	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	24.262	14.560	-0.012398	0.0039277	0.0006746	1		HOR 10116	spring
WB-439	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	30.133	9.500	-0.011553	0.0037143	-0.000067089	1		HOR 10134	spring
WB-44	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	USA	48.507	-111.856	-0.007255	0.00027702	0.0014127	1			
WB-440	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	31.774	11.544	-0.011647	0.0046612	0.00054196	1		HOR 10126	spring
WB-441	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	30.737	-7.790	-0.012149	0.0048204	-0.00083295	1		HOR 13438	spring
WB-442	2	4	Landrace 6-row	Landrace	6	WHEALBI ?	Greece	37.620	22.370	-0.012639	0.0079864	-0.00036193	2		HOR 1159	
WB-443	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	30.560	-7.840	-0.013051	0.0058794	-0.000012122	1		HOR 13436	spring
WB-444	2	4	Landrace 6-row	Landrace	6	WHEALBI ?	Greece	35.363	23.631	-0.011194	0.0083447	0.0014113	2		HOR 1379	
WB-445	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Romania	45.943	24.967	-0.0092203	0.0024572	0.0020851	1		HOR 3700	spring
WB-446	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Spain	29.132	-13.462	-0.012965	0.0048931	-0.00035297	1		BCC 1576	spring
WB-447	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Spain	28.477	-16.426	-0.011844	0.00681	-0.0008577	2		HOR 4072	spring
WB-448	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Spain	41.650	-0.843	-0.009675	0.0043586	0.0030568	1		HOR 13887	spring
WB-449	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Spain	28.483	-16.341	-0.0080336	0.0024028	0.0021657	1		HOR 13932	spring
WB-45	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	37.400	22.130	-0.010299	0.0050106	-0.00057389	1			
WB-450	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Spain	28.462	-14.041	-0.013308	0.0057395	-0.00092923	1		HOR 13928	spring
WB-451	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	38.313	30.123	-0.0092597	0.0025653	0.0026725	1		HOR 0420	spring
WB-452	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	41.250	32.683	-0.008741	0.0028274	0.0017015	1		HOR 0435	spring
WB-453	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	41.001	28.919	-0.010254	0.0080455	-0.0011903	2		HOR 0449	spring
WB-454	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	40.827	30.808	-0.0070825	0.0014294	0.0019821	1		HOR 0452	spring
WB-455	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	41.667	26.567	-0.011161	0.0035369	-0.00097182	1		HOR 0544	spring
WB-456	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	37.883	30.800	-0.011505	0.0051188	0.00087967	1		HOR 0889	spring
WB-457	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ukraine	45.197	34.147	-0.0090836	0.0013212	0.0021892	1		HOR 0194	spring
WB-458	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Turkey	38.423	27.250	-0.010261	0.0022953	0.0029809	1		HOR 1466	spring
WB-459	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Serbia	42.198	20.714	-0.0087037	0.0011395	0.0011587	5		HOR 0751	spring
WB-46	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	37.280	22.070	-0.012039	0.0061088	-0.00032148	2			
WB-464	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Algeria	28.000	3.000	-0.010493	0.0055939	-0.0011294	1		HOR 10958	spring
WB-465	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.217	41.100	-0.0050119	-0.0089631	-0.0041684	1		HOR 5918	spring
WB-466	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	5.783	36.567	-0.0052019	-0.0064516	-0.0048491	1		HOR 5929	spring
WB-467	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.667	39.533	-0.0097196	0.00101	0.0043473	1		HOR 11435	spring
WB-468	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Iraq	33.316	44.392	-0.004722	-0.0069934	-0.0052913	1		HOR 10484	spring
WB-469	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Iran	37.633	47.800	-0.0015301	-0.010436	-0.0062776	1		HOR 2779	spring
WB-47	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Albania	39.960	19.960	-0.011324	0.004468	-0.00086756	1			
WB-470	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Poland	49.533	21.967	-0.0038316	-0.0062981	-0.0030541	1		HOR 8813	spring
WB-471	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Russia	42.140	47.120	0.00071652	-0.0082475	-0.0037873	1		HOR 4463	spring
WB-472	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Afghanistan	35.860	71.790	0.0021661	-0.0097592	-0.0069443	5		HOR 1464	spring
WB-473	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Afghanistan	34.367	62.167	0.0054147	-0.01509	-0.015289	5		HOR 7321	spring
WB-474	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	8.533	34.800	-0.0047399	-0.0065587	-0.0046405	1		HOR 5961	spring
WB-475	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Italy	39.083	16.366	-0.007019	0.0041946	-0.0013104	5		HOR 10364	
WB-478	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Libya	32.007	12.372	-0.012255	0.0045754	0.0013264	1		HOR 9929	spring
WB-479	8	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	30.934	34.865	0.013258	0.0079897	-0.01316	8		FT004	facultative/ winter
WB-480	5	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	31.436	34.888	0.016232	0.012233	-0.01202	4		FT073	facultative/ winter
WB-481	9	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	32.821	35.507	0.020334	0.01267	-0.0071253	11		FT125	facultative/ winter
WB-482	5	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	31.595	34.899	0.013958	0.01174	-0.012706	4		FT155	facultative/ winter
WB-483	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Jordan	32.633	35.700	0.016072	0.0069893	0.0011487	10		FT269	facultative/ winter
WB-484	8	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Uzbekistan	38.311	66.625	0.022463	-0.0083035	0.013479	8		FT872	facultative/ winter
WB-486	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iraq	35.580	43.220	0.022548	-0.009791	0.020793	10		HID04	winter
WB-487	9	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	36.850	40.033	0.019482	0.013546	-0.0075096	11		HID55	
WB-488	4	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	36.680	37.090	0.017792	0.0047598	0.0087497	3		HID62	
WB-489	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	36.752	37.475	0.020145	0.0026372	0.0083887	10		HID65	
WB-49	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	China	30.580	114.280	0.0040968	-0.019512	-0.010442	5			
WB-490	3	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	36.854	37.521	0.018925	-0.0033163	0.013941	3		HID69	
WB-491	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	37.323	37.467	0.018732	0.0025279	0.001393	10		HID80	
WB-492	4	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Syria	35.180	38.860	0.01288	-0.0076907	0.011768	3		HID99	facultative
WB-493	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Syria	33.654	36.836	0.017312	0.0037021	-0.0039959	10		HID101	winter
WB-494	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Syria	35.606	35.821	0.016689	0.0031084	0.0011269	10		HID102	winter
WB-495	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Syria	34.950	36.750	0.016395	0.0036793	0.0074412	10		HID109	winter
WB-496	9	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Lebanon	33.450	35.317	0.022706	0.010421	-0.0089899	11		HID114	
WB-497	3	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iran	32.000	48.550	0.015726	-0.01205	0.012843	3		HID138	facultative
WB-498	3	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iraq	36.400	44.200	0.021927	-0.0092897	0.020575	3		HID140	winter
WB-499	8	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iran	30.070	50.840	0.013249	0.0082356	-0.011241	8		HID144	facultative
WB-5	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.010377	0.003612	0.00077608	1			
WB-50	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	36.842	22.400	-0.010074	0.0070897	0.0016535	1			
WB-500	3	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Afghanistan	32.617	62.617	0.01635	-0.011674	0.016064	3		HID219	
WB-501	3	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iran	33.233	48.567	0.015571	-0.0071367	0.014246	3		HID249	winter
WB-502	1	4	Landrace 6-row	Landrace	6	WHEALBI ?	Turkey	39.916	32.850	-0.011747	0.0017139	0.0031132	1		HOR 4727	Spring
WB-504	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Iran	38.471	44.409	0.022227	-0.0040157	0.011483	10		HID295	
WB-505	10	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Turkey	37.787	39.748	0.02122	-0.002099	0.017827	10		HID357	winter
WB-507	9	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	31.383	34.882	0.016241	0.0085588	-0.0061316	11		HID359	
